"Date","Event"
"5/10/2427","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2427","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2428","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/24/2428","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2428","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2428","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2428","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2428","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2428","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2429","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2429","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2429","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2429","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2429","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2429","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2429","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2430","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/2430","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/2430","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2430","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/2430","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2430","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2430","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/2431","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/2431","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2431","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2431","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2431","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2431","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2431","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2431","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2432","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/2433","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/2433","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2433","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/2433","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2433","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2433","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/2433","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/2434","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/2434","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2434","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/2434","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2434","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2434","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/2434","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/2435","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/2435","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/2435","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2435","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/2435","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2435","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/2435","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/2436","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/26/2436","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/2436","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2436","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/2436","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/2436","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/2436","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/2436","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/2437","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/2437","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/2437","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2437","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/2437","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/2437","North America - United States - State holiday - Confederate Memorial Day - Sunday"
